ticker,quarter,eps_beat,next_quarter_estimated,next_quarter_actual
JPM,2015-Q3,1,1.26,1.35
JPM,2015-Q4,1,1.26,1.35
JPM,2016-Q1,1,1.43,1.55
JPM,2016-Q2,1,1.4,1.58
JPM,2016-Q3,1,1.42,1.71
JPM,2016-Q4,1,1.51,1.65
JPM,2017-Q1,1,1.57,1.82
JPM,2017-Q2,1,1.67,1.76
JPM,2017-Q3,1,1.69,1.76
JPM,2017-Q4,1,2.28,2.37
JPM,2018-Q1,1,2.22,2.29
JPM,2018-Q2,1,2.24,2.34
JPM,2018-Q3,0,2.2,1.98
JPM,2018-Q4,1,2.32,2.65
JPM,2019-Q1,1,2.5,2.59
JPM,2019-Q2,1,2.44,2.68
JPM,2019-Q3,1,2.32,2.57
JPM,2019-Q4,0,1.7,0.78
JPM,2020-Q1,1,1.34,1.38
JPM,2020-Q2,1,2.35,2.92
JPM,2020-Q3,1,2.72,3.79
JPM,2020-Q4,1,3.05,4.5
JPM,2021-Q1,1,3.1,3.78
JPM,2021-Q2,1,3.0,3.74
JPM,2021-Q3,1,2.98,3.33
JPM,2021-Q4,0,2.73,2.63
JPM,2022-Q1,0,2.85,2.76
JPM,2022-Q2,1,2.96,3.12
JPM,2022-Q3,1,3.11,3.57
JPM,2022-Q4,1,3.41,4.1
JPM,2023-Q1,1,3.62,4.37
JPM,2023-Q2,1,3.89,4.33
JPM,2023-Q3,1,3.73,3.97
JPM,2023-Q4,1,4.18,4.63
JPM,2024-Q1,1,4.19,4.4
JPM,2024-Q2,1,4.02,4.37
JPM,2024-Q3,1,4.03,4.81
JPM,2024-Q4,1,4.62,5.07
JPM,2025-Q1,1,4.51,4.96
JPM,2025-Q2,1,4.83,5.07
JPM,2025-Q3,1,4.87,5.23
MS,2014-Q4,1,0.79,0.85
MS,2015-Q1,1,0.73,0.79
MS,2015-Q2,0,0.64,0.34
MS,2015-Q3,1,0.35,0.43
MS,2015-Q4,1,0.46,0.55
MS,2016-Q1,1,0.6,0.75
MS,2016-Q2,1,0.64,0.8
MS,2016-Q3,1,0.65,0.81
MS,2016-Q4,1,0.9,1.0
MS,2017-Q1,1,0.76,0.87
MS,2017-Q2,1,0.81,0.93
MS,2017-Q3,1,0.77,0.84
MS,2017-Q4,1,1.28,1.45
MS,2018-Q1,1,1.08,1.3
MS,2018-Q2,1,1.0,1.17
MS,2018-Q3,0,0.9,0.73
MS,2018-Q4,1,1.17,1.33
MS,2019-Q1,1,1.13,1.23
MS,2019-Q2,1,1.1,1.21
MS,2019-Q3,1,0.98,1.2
MS,2019-Q4,0,1.07,0.99
MS,2020-Q1,1,1.17,2.04
MS,2020-Q2,1,1.26,1.59
MS,2020-Q3,1,1.29,1.92
MS,2020-Q4,1,1.72,2.22
MS,2021-Q1,1,1.63,1.89
MS,2021-Q2,1,1.7,2.04
MS,2021-Q3,1,2.0,2.08
MS,2021-Q4,1,1.69,2.06
MS,2022-Q1,0,1.55,1.44
MS,2022-Q2,1,1.51,1.53
MS,2022-Q3,1,1.25,1.31
MS,2022-Q4,1,1.67,1.7
MS,2023-Q1,1,1.14,1.24
MS,2023-Q2,1,1.27,1.38
MS,2023-Q3,1,1.05,1.13
MS,2023-Q4,1,1.69,2.02
MS,2024-Q1,1,1.65,1.82
MS,2024-Q2,1,1.57,1.88
MS,2024-Q3,1,1.65,2.22
MS,2024-Q4,1,2.23,2.6
MS,2025-Q1,1,1.93,2.13
MS,2025-Q2,1,2.08,2.8
MS,2025-Q3,1,2.41,2.68
MSFT,2014-Q4,1,0.51,0.62
MSFT,2015-Q1,1,0.56,0.62
MSFT,2015-Q2,1,0.58,0.67
MSFT,2015-Q3,1,0.69,0.78
MSFT,2015-Q4,0,0.63,0.62
MSFT,2016-Q1,1,0.58,0.69
MSFT,2016-Q2,1,0.68,0.76
MSFT,2016-Q3,1,0.79,0.83
MSFT,2016-Q4,1,0.69,0.73
MSFT,2017-Q1,1,0.71,0.98
MSFT,2017-Q2,1,0.72,0.84
MSFT,2017-Q3,1,0.86,0.96
MSFT,2017-Q4,1,0.85,0.95
MSFT,2018-Q1,1,1.07,1.13
MSFT,2018-Q2,1,0.96,1.14
MSFT,2018-Q3,1,1.09,1.1
MSFT,2018-Q4,1,1.0,1.14
MSFT,2019-Q1,1,1.21,1.37
MSFT,2019-Q2,1,1.25,1.38
MSFT,2019-Q3,1,1.32,1.51
MSFT,2019-Q4,1,1.27,1.4
MSFT,2020-Q1,1,1.38,1.46
MSFT,2020-Q2,1,1.53,1.82
MSFT,2020-Q3,1,1.64,2.03
MSFT,2020-Q4,1,1.76,1.95
MSFT,2021-Q1,1,1.9,2.17
MSFT,2021-Q2,1,2.06,2.27
MSFT,2021-Q3,1,2.29,2.48
MSFT,2021-Q4,1,2.18,2.22
MSFT,2022-Q1,0,2.28,2.23
MSFT,2022-Q2,1,2.29,2.35
MSFT,2022-Q3,1,2.27,2.32
MSFT,2022-Q4,1,2.22,2.45
MSFT,2023-Q1,1,2.54,2.69
MSFT,2023-Q2,1,2.65,2.99
MSFT,2023-Q3,1,2.76,2.93
MSFT,2023-Q4,1,2.81,2.94
MSFT,2024-Q1,1,2.9,2.95
MSFT,2024-Q2,1,3.08,3.3
MSFT,2024-Q3,1,3.11,3.23
MSFT,2024-Q4,1,3.2,3.46
MSFT,2025-Q1,1,3.35,3.65
MSFT,2025-Q2,1,3.65,4.13
MSFT,2025-Q3,1,3.88,4.14
MTB,2014-Q4,0,1.76,1.68
MTB,2015-Q1,1,1.96,2.01
MTB,2015-Q2,0,2.01,1.93
MTB,2015-Q3,0,1.98,1.65
MTB,2015-Q4,1,1.86,1.87
MTB,2016-Q1,0,2.08,2.07
MTB,2016-Q2,1,2.04,2.13
MTB,2016-Q3,0,2.03,2.01
MTB,2016-Q4,1,1.94,2.15
MTB,2017-Q1,1,2.28,2.38
MTB,2017-Q2,0,2.4,2.24
MTB,2017-Q3,1,2.4,2.66
MTB,2017-Q4,1,2.74,2.94
MTB,2018-Q1,1,3.17,3.29
MTB,2018-Q2,1,3.35,3.56
MTB,2018-Q3,1,3.51,3.79
MTB,2018-Q4,1,3.29,3.38
MTB,2019-Q1,0,3.7,3.34
MTB,2019-Q2,0,3.61,3.47
MTB,2019-Q3,1,3.47,3.6
MTB,2019-Q4,1,1.55,1.95
MTB,2020-Q1,0,1.91,1.76
MTB,2020-Q2,1,2.63,2.77
MTB,2020-Q3,1,2.96,3.54
MTB,2020-Q4,1,2.96,3.41
MTB,2021-Q1,0,3.7,3.45
MTB,2021-Q2,1,3.52,3.76
MTB,2021-Q3,1,3.29,3.5
MTB,2021-Q4,1,2.26,2.73
MTB,2022-Q1,0,3.1,3.1
MTB,2022-Q2,0,4.21,3.83
MTB,2022-Q3,1,4.47,4.57
MTB,2022-Q4,1,3.98,4.09
MTB,2023-Q1,1,4.11,5.12
MTB,2023-Q2,1,3.94,4.05
MTB,2023-Q3,0,3.67,2.81
MTB,2023-Q4,0,3.13,3.09
MTB,2024-Q1,1,3.5,3.79
MTB,2024-Q2,1,3.6,4.08
MTB,2024-Q3,1,3.7,3.92
MTB,2024-Q4,0,3.41,3.38
MTB,2025-Q1,1,4.04,4.28
MTB,2025-Q2,1,4.4,4.87
MTB,2025-Q3,1,4.44,4.72
NFLX,2014-Q4,0,0.01,0.01
NFLX,2015-Q1,0,0.0,0.0
NFLX,2015-Q2,0,0.01,0.01
NFLX,2015-Q3,1,0.0,0.01
NFLX,2015-Q4,1,0.0,0.01
NFLX,2016-Q1,1,0.0,0.01
NFLX,2016-Q2,0,0.01,0.01
NFLX,2016-Q3,1,0.01,0.02
NFLX,2016-Q4,0,0.04,0.04
NFLX,2017-Q1,0,0.02,0.02
NFLX,2017-Q2,0,0.03,0.03
NFLX,2017-Q3,0,0.04,0.04
NFLX,2017-Q4,0,0.06,0.06
NFLX,2018-Q1,1,0.08,0.09
NFLX,2018-Q2,1,0.07,0.09
NFLX,2018-Q3,1,0.02,0.03
NFLX,2018-Q4,1,0.06,0.08
NFLX,2019-Q1,0,0.06,0.06
NFLX,2019-Q2,1,0.1,0.15
NFLX,2019-Q3,1,0.05,0.13
NFLX,2019-Q4,0,0.16,0.16
NFLX,2020-Q1,0,0.18,0.16
NFLX,2020-Q2,0,0.21,0.17
NFLX,2020-Q3,0,0.14,0.12
NFLX,2020-Q4,1,0.3,0.38
NFLX,2021-Q1,0,0.32,0.3
NFLX,2021-Q2,1,0.26,0.32
NFLX,2021-Q3,1,0.08,0.13
NFLX,2021-Q4,1,0.29,0.35
NFLX,2022-Q1,1,0.29,0.32
NFLX,2022-Q2,1,0.21,0.31
NFLX,2022-Q3,0,0.05,0.01
NFLX,2022-Q4,1,0.28,0.29
NFLX,2023-Q1,1,0.28,0.33
NFLX,2023-Q2,1,0.35,0.37
NFLX,2023-Q3,0,0.22,0.21
NFLX,2023-Q4,1,0.45,0.53
NFLX,2024-Q1,1,0.47,0.49
NFLX,2024-Q2,1,0.51,0.54
NFLX,2024-Q3,1,0.42,0.43
NFLX,2024-Q4,1,0.57,0.66
NFLX,2025-Q1,1,0.71,0.72
NFLX,2025-Q2,0,0.69,0.59
NFLX,2025-Q3,1,0.55,0.56
NOW,2014-Q4,0,-0.06,-0.06
NOW,2015-Q1,1,-0.08,-0.07
NOW,2015-Q2,1,-0.06,-0.04
NOW,2015-Q3,1,-0.07,-0.04
NOW,2015-Q4,0,-0.04,-0.07
NOW,2016-Q1,0,-0.04,-0.05
NOW,2016-Q2,0,-0.02,-0.03
NOW,2016-Q3,0,-0.02,-0.03
NOW,2016-Q4,0,-0.03,-0.04
NOW,2017-Q1,0,-0.04,-0.05
NOW,2017-Q2,0,-0.01,-0.01
NOW,2017-Q3,0,-0.01,-0.05
NOW,2017-Q4,1,-0.01,0.03
NOW,2018-Q1,0,-0.02,-0.04
NOW,2018-Q2,1,0.01,0.02
NOW,2018-Q3,1,0.01,0.02
NOW,2018-Q4,1,-0.02,0.0
NOW,2019-Q1,1,-0.01,0.0
NOW,2019-Q2,1,0.04,0.06
NOW,2019-Q3,1,0.03,0.06
NOW,2019-Q4,1,0.03,0.06
NOW,2020-Q1,1,0.04,0.06
NOW,2020-Q2,1,0.03,0.06
NOW,2020-Q3,0,0.03,0.03
NOW,2020-Q4,1,0.06,0.1
NOW,2021-Q1,1,0.03,0.08
NOW,2021-Q2,1,0.05,0.08
NOW,2021-Q3,1,0.04,0.06
NOW,2021-Q4,1,0.07,0.09
NOW,2022-Q1,1,0.02,0.04
NOW,2022-Q2,1,0.08,0.1
NOW,2022-Q3,1,0.12,0.18
NOW,2022-Q4,1,0.09,0.17
NOW,2023-Q1,1,0.09,0.15
NOW,2023-Q2,1,0.18,0.24
NOW,2023-Q3,0,0.22,0.22
NOW,2023-Q4,1,0.28,0.36
NOW,2024-Q1,1,0.22,0.28
NOW,2024-Q2,1,0.36,0.43
NOW,2024-Q3,1,0.35,0.39
NOW,2024-Q4,1,0.4,0.46
NOW,2025-Q1,1,0.34,0.44
NOW,2025-Q2,1,0.47,0.59
NOW,2025-Q3,1,0.48,0.52
NVDA,2015-Q1,0,0.01,0.01
NVDA,2015-Q2,1,0.0,0.01
NVDA,2015-Q3,0,0.01,0.01
NVDA,2015-Q4,0,0.01,0.01
NVDA,2016-Q1,0,0.01,0.01
NVDA,2016-Q2,0,0.01,0.01
NVDA,2016-Q3,1,0.01,0.02
NVDA,2016-Q4,0,0.02,0.02
NVDA,2017-Q1,0,0.02,0.02
NVDA,2017-Q2,0,0.02,0.02
NVDA,2017-Q3,1,0.02,0.03
NVDA,2017-Q4,1,0.03,0.04
NVDA,2018-Q1,1,0.04,0.05
NVDA,2018-Q2,0,0.04,0.04
NVDA,2018-Q3,0,0.04,0.04
NVDA,2018-Q4,0,0.01,0.01
NVDA,2019-Q1,0,0.02,0.02
NVDA,2019-Q2,0,0.02,0.02
NVDA,2019-Q3,1,0.03,0.04
NVDA,2019-Q4,1,0.03,0.04
NVDA,2020-Q1,1,0.03,0.04
NVDA,2020-Q2,0,0.04,0.04
NVDA,2020-Q3,1,0.05,0.06
NVDA,2020-Q4,1,0.05,0.06
NVDA,2021-Q1,1,0.07,0.08
NVDA,2021-Q2,0,0.09,0.09
NVDA,2021-Q3,1,0.09,0.1
NVDA,2021-Q4,1,0.1,0.11
NVDA,2022-Q1,1,0.11,0.12
NVDA,2022-Q2,0,0.03,0.03
NVDA,2022-Q3,0,0.04,0.03
NVDA,2022-Q4,1,0.05,0.06
NVDA,2023-Q1,1,0.06,0.09
NVDA,2023-Q2,1,0.18,0.25
NVDA,2023-Q3,1,0.3,0.38
NVDA,2023-Q4,1,0.42,0.49
NVDA,2024-Q1,1,0.51,0.58
NVDA,2024-Q2,1,0.6,0.65
NVDA,2024-Q3,1,0.7,0.78
NVDA,2024-Q4,1,0.79,0.85
NVDA,2025-Q1,0,0.8,0.77
NVDA,2025-Q2,1,0.94,0.99
NVDA,2025-Q3,1,1.18,1.24
PNC,2014-Q4,1,1.71,1.75
PNC,2015-Q1,1,1.77,1.88
PNC,2015-Q2,1,1.78,1.9
PNC,2015-Q3,1,1.8,1.87
PNC,2015-Q4,0,1.69,1.68
PNC,2016-Q1,1,1.75,1.82
PNC,2016-Q2,1,1.78,1.84
PNC,2016-Q3,1,1.86,1.97
PNC,2016-Q4,1,1.84,1.96
PNC,2017-Q1,1,2.01,2.1
PNC,2017-Q2,1,2.13,2.16
PNC,2017-Q3,1,2.2,2.29
PNC,2017-Q4,1,2.42,2.43
PNC,2018-Q1,1,2.58,2.72
PNC,2018-Q2,1,2.73,2.82
PNC,2018-Q3,0,2.77,2.75
PNC,2018-Q4,1,2.59,2.61
PNC,2019-Q1,1,2.83,2.88
PNC,2019-Q2,1,2.8,2.94
PNC,2019-Q3,1,2.92,2.97
PNC,2019-Q4,1,1.38,1.95
PNC,2020-Q1,0,0.88,-1.9
PNC,2020-Q2,1,2.09,3.39
PNC,2020-Q3,1,2.65,3.26
PNC,2020-Q4,1,2.75,4.1
PNC,2021-Q1,1,3.16,4.5
PNC,2021-Q2,1,3.64,3.75
PNC,2021-Q3,1,3.61,3.68
PNC,2021-Q4,1,2.78,3.29
PNC,2022-Q1,1,3.11,3.42
PNC,2022-Q2,1,3.66,3.78
PNC,2022-Q3,0,3.95,3.49
PNC,2022-Q4,1,3.6,3.98
PNC,2023-Q1,1,3.31,3.36
PNC,2023-Q2,1,3.18,3.6
PNC,2023-Q3,1,2.99,3.16
PNC,2023-Q4,1,3.09,3.36
PNC,2024-Q1,1,3.0,3.3
PNC,2024-Q2,1,3.29,3.49
PNC,2024-Q3,1,3.3,3.77
PNC,2024-Q4,1,3.4,3.51
PNC,2025-Q1,1,3.56,3.85
PNC,2025-Q2,1,4.05,4.35
PNC,2025-Q3,1,4.23,4.88
QCOM,2014-Q4,1,1.2,1.28
QCOM,2015-Q1,1,0.78,0.86
QCOM,2015-Q2,1,0.71,0.79
QCOM,2015-Q3,1,0.78,0.85
QCOM,2015-Q4,1,0.82,0.89
QCOM,2016-Q1,1,0.83,1.03
QCOM,2016-Q2,1,0.98,1.17
QCOM,2016-Q3,0,1.06,1.06
QCOM,2016-Q4,1,1.05,1.2
QCOM,2017-Q1,1,0.67,0.7
QCOM,2017-Q2,1,0.7,0.82
QCOM,2017-Q3,1,0.77,0.85
QCOM,2017-Q4,1,0.55,0.67
QCOM,2018-Q1,1,0.58,0.91
QCOM,2018-Q2,1,0.7,0.76
QCOM,2018-Q3,1,0.91,1.04
QCOM,2018-Q4,1,0.54,0.61
QCOM,2019-Q1,1,0.62,0.64
QCOM,2019-Q2,0,0.55,0.55
QCOM,2019-Q3,1,0.71,0.8
QCOM,2019-Q4,1,0.65,0.66
QCOM,2020-Q1,1,0.57,0.65
QCOM,2020-Q2,1,1.02,1.23
QCOM,2020-Q3,1,1.87,1.97
QCOM,2020-Q4,1,1.41,1.59
QCOM,2021-Q1,1,1.4,1.66
QCOM,2021-Q2,1,2.06,2.24
QCOM,2021-Q3,1,2.77,2.96
QCOM,2021-Q4,1,2.67,2.86
QCOM,2022-Q1,1,2.51,2.59
QCOM,2022-Q2,0,2.74,2.74
QCOM,2022-Q3,0,2.02,1.93
QCOM,2022-Q4,0,1.83,1.69
QCOM,2023-Q1,1,1.35,1.4
QCOM,2023-Q2,1,1.45,1.59
QCOM,2023-Q3,1,1.9,2.33
QCOM,2023-Q4,1,1.82,1.93
QCOM,2024-Q1,1,1.72,1.93
QCOM,2024-Q2,1,2.01,2.26
QCOM,2024-Q3,1,2.42,2.86
QCOM,2024-Q4,1,2.29,2.35
QCOM,2025-Q1,1,2.18,2.29
QCOM,2025-Q2,1,2.34,2.56
QCOM,2025-Q3,0,2.8,2.8
SHOP,2015-Q2,0,-0.01,-0.01
SHOP,2015-Q3,0,-0.01,-0.01
SHOP,2015-Q4,0,-0.01,-0.01
SHOP,2016-Q1,0,-0.01,-0.01
SHOP,2016-Q4,0,-0.02,-0.02
SHOP,2017-Q1,0,-0.02,-0.02
SHOP,2017-Q2,1,-0.02,-0.01
SHOP,2017-Q3,1,-0.01,0.0
SHOP,2017-Q4,0,-0.02,-0.02
SHOP,2018-Q1,1,-0.03,-0.02
SHOP,2018-Q2,1,-0.03,-0.02
SHOP,2018-Q3,1,-0.01,0.0
SHOP,2018-Q4,1,-0.04,-0.02
SHOP,2019-Q1,0,-0.03,-0.03
SHOP,2019-Q2,1,-0.03,-0.02
SHOP,2019-Q3,1,-0.02,0.01
SHOP,2019-Q4,1,-0.07,-0.02
SHOP,2020-Q1,1,-0.05,0.04
SHOP,2020-Q2,1,-0.01,0.05
SHOP,2020-Q3,1,0.06,0.11
SHOP,2020-Q4,1,0.01,0.13
SHOP,2021-Q1,1,0.02,0.15
SHOP,2021-Q2,0,0.05,0.01
SHOP,2021-Q3,1,0.05,0.06
SHOP,2021-Q4,0,-0.04,-0.07
SHOP,2022-Q1,0,-0.1,-0.14
SHOP,2022-Q2,1,-0.24,-0.14
SHOP,2022-Q3,1,-0.14,-0.04
SHOP,2022-Q4,1,-0.16,-0.08
SHOP,2023-Q1,0,-0.06,-0.08
SHOP,2023-Q2,1,0.06,0.17
SHOP,2023-Q3,1,0.22,0.26
SHOP,2023-Q4,1,0.08,0.12
SHOP,2024-Q1,1,0.11,0.18
SHOP,2024-Q2,1,0.18,0.27
SHOP,2024-Q3,0,0.35,0.34
SHOP,2024-Q4,1,0.17,0.18
SHOP,2025-Q1,1,0.2,0.25
SHOP,2025-Q2,1,0.24,0.27
SHOP,2025-Q3,0,0.41,0.38
STT,2014-Q4,1,1.05,1.17
STT,2015-Q1,0,1.37,1.37
STT,2015-Q2,0,1.25,1.16
STT,2015-Q3,1,1.19,1.21
STT,2015-Q4,1,0.88,0.98
STT,2016-Q1,1,1.26,1.46
STT,2016-Q2,1,1.25,1.35
STT,2016-Q3,1,1.34,1.48
STT,2016-Q4,1,1.1,1.21
STT,2017-Q1,1,1.57,1.67
STT,2017-Q2,1,1.61,1.71
STT,2017-Q3,1,1.71,1.83
STT,2017-Q4,1,1.58,1.62
STT,2018-Q1,1,2.01,2.05
STT,2018-Q2,0,1.88,1.87
STT,2018-Q3,1,1.67,1.68
STT,2018-Q4,1,1.19,1.24
STT,2019-Q1,1,1.4,1.45
STT,2019-Q2,1,1.39,1.51
STT,2019-Q3,1,1.7,1.98
STT,2019-Q4,1,1.35,1.67
STT,2020-Q1,1,1.63,1.88
STT,2020-Q2,1,1.42,1.45
STT,2020-Q3,1,1.57,1.69
STT,2020-Q4,1,1.34,1.47
STT,2021-Q1,1,1.78,1.97
STT,2021-Q2,1,1.92,2.0
STT,2021-Q3,1,1.91,2.0
STT,2021-Q4,1,1.47,1.59
STT,2022-Q1,1,1.76,1.94
STT,2022-Q2,1,1.79,1.82
STT,2022-Q3,1,2.0,2.07
STT,2022-Q4,0,1.62,1.52
STT,2023-Q1,1,2.08,2.17
STT,2023-Q2,1,1.77,1.93
STT,2023-Q3,1,1.81,2.04
STT,2023-Q4,1,1.48,1.69
STT,2024-Q1,1,2.01,2.15
STT,2024-Q2,1,2.08,2.26
STT,2024-Q3,1,2.42,2.6
STT,2024-Q4,1,1.98,2.04
STT,2025-Q1,1,2.36,2.53
STT,2025-Q2,1,2.62,2.78
STT,2025-Q3,1,2.82,2.97
TSLA,2014-Q4,0,-0.05,-0.05
TSLA,2015-Q1,1,-0.09,-0.05
TSLA,2015-Q2,0,-0.05,-0.07
TSLA,2015-Q3,0,-0.02,-0.09
TSLA,2015-Q4,0,-0.05,-0.08
TSLA,2016-Q1,0,-0.08,-0.1
TSLA,2016-Q2,1,-0.08,0.01
TSLA,2016-Q3,0,-0.08,-0.08
TSLA,2016-Q4,0,-0.04,-0.13
TSLA,2017-Q1,0,-0.13,-0.14
TSLA,2017-Q2,0,-0.21,-0.24
TSLA,2017-Q3,0,-0.25,-0.26
TSLA,2017-Q4,1,-0.3,-0.28
TSLA,2018-Q1,0,-0.25,-0.28
TSLA,2018-Q2,1,-0.12,0.12
TSLA,2018-Q3,0,0.07,0.05
TSLA,2018-Q4,0,-0.17,-0.27
TSLA,2019-Q1,0,-0.1,-0.15
TSLA,2019-Q2,1,-0.1,0.05
TSLA,2019-Q3,0,0.04,0.04
TSLA,2019-Q4,1,-0.1,0.01
TSLA,2020-Q1,1,-0.16,0.03
TSLA,2020-Q2,1,0.07,0.09
TSLA,2020-Q3,0,0.21,0.08
TSLA,2020-Q4,0,0.15,0.13
TSLA,2021-Q1,1,0.17,0.34
TSLA,2021-Q2,1,0.32,0.48
TSLA,2021-Q3,1,0.56,0.68
TSLA,2021-Q4,1,0.55,0.95
TSLA,2022-Q1,1,0.56,0.65
TSLA,2022-Q2,1,0.87,0.95
TSLA,2022-Q3,1,0.98,1.07
TSLA,2022-Q4,0,0.74,0.73
TSLA,2023-Q1,1,0.69,0.78
TSLA,2023-Q2,0,0.64,0.53
TSLA,2023-Q3,0,0.6,0.57
TSLA,2023-Q4,0,0.35,0.35
TSLA,2024-Q1,0,0.46,0.42
TSLA,2024-Q2,1,0.46,0.62
TSLA,2024-Q3,1,0.62,0.66
TSLA,2024-Q4,0,0.35,0.15
TSLA,2025-Q1,0,0.29,0.27
TSLA,2025-Q2,0,0.41,0.37
TSLA,2025-Q3,0,0.34,0.31
TSM,2014-Q4,0,0.48,0.48
TSM,2015-Q1,1,0.37,0.5
TSM,2015-Q2,1,0.45,0.46
TSM,2015-Q3,1,0.4,0.43
TSM,2015-Q4,1,0.37,0.38
TSM,2016-Q1,1,0.42,0.43
TSM,2016-Q3,1,0.58,0.61
TSM,2016-Q4,1,0.53,0.54
TSM,2017-Q1,0,0.56,0.42
TSM,2017-Q2,1,0.56,0.57
TSM,2017-Q3,1,0.63,0.64
TSM,2017-Q4,0,0.6,0.59
TSM,2018-Q1,1,0.45,0.47
TSM,2018-Q3,0,0.63,0.63
TSM,2018-Q4,0,0.38,0.38
TSM,2019-Q1,0,0.42,0.41
TSM,2019-Q3,1,0.72,0.73
TSM,2019-Q4,1,0.66,0.75
TSM,2020-Q1,1,0.73,0.78
TSM,2020-Q2,0,0.92,0.9
TSM,2020-Q3,1,0.92,0.97
TSM,2020-Q4,1,0.91,0.96
TSM,2021-Q1,1,0.89,0.93
TSM,2021-Q2,1,1.05,1.08
TSM,2021-Q3,1,1.12,1.15
TSM,2021-Q4,1,1.31,1.4
TSM,2022-Q1,1,1.5,1.55
TSM,2022-Q2,1,1.69,1.79
TSM,2022-Q3,1,1.8,1.82
TSM,2022-Q4,1,1.21,1.31
TSM,2023-Q1,1,1.07,1.14
TSM,2023-Q2,1,1.16,1.29
TSM,2023-Q3,1,1.37,1.44
TSM,2023-Q4,1,1.29,1.38
TSM,2024-Q1,1,1.37,1.48
TSM,2024-Q2,1,1.74,1.94
TSM,2024-Q3,1,2.16,2.24
TSM,2024-Q4,1,2.03,2.12
TSM,2025-Q1,1,2.37,2.47
TSM,2025-Q2,1,2.59,2.92
TSM,2025-Q3,1,2.82,3.14
WFC,2014-Q4,1,0.98,1.04
WFC,2015-Q1,0,1.04,1.03
WFC,2015-Q2,1,1.04,1.05
WFC,2015-Q3,1,1.02,1.03
WFC,2015-Q4,1,0.98,0.99
WFC,2016-Q1,0,1.02,1.01
WFC,2016-Q2,1,1.02,1.03
WFC,2016-Q3,1,1.0,1.03
WFC,2016-Q4,1,0.97,1.0
WFC,2017-Q1,1,1.02,1.07
WFC,2017-Q2,0,1.04,1.04
WFC,2017-Q3,0,1.04,0.97
WFC,2017-Q4,1,1.07,1.12
WFC,2018-Q1,0,1.12,1.08
WFC,2018-Q2,0,1.17,1.13
WFC,2018-Q3,1,1.17,1.21
WFC,2018-Q4,1,1.08,1.2
WFC,2019-Q1,1,1.16,1.3
WFC,2019-Q2,0,1.15,0.92
WFC,2019-Q3,0,1.12,0.93
WFC,2019-Q4,0,0.22,0.01
WFC,2020-Q1,0,-0.16,-0.66
WFC,2020-Q2,1,0.47,0.56
WFC,2020-Q3,1,0.59,0.64
WFC,2020-Q4,1,0.69,1.05
WFC,2021-Q1,1,0.95,1.38
WFC,2021-Q2,1,1.03,1.17
WFC,2021-Q3,1,1.09,1.38
WFC,2021-Q4,1,0.81,0.88
WFC,2022-Q1,0,0.77,0.74
WFC,2022-Q2,1,1.09,1.3
WFC,2022-Q3,1,0.63,0.67
WFC,2022-Q4,1,1.15,1.23
WFC,2023-Q1,1,1.15,1.25
WFC,2023-Q2,1,1.25,1.39
WFC,2023-Q3,1,1.16,1.29
WFC,2023-Q4,1,1.1,1.26
WFC,2024-Q1,1,1.27,1.33
WFC,2024-Q2,1,1.27,1.52
WFC,2024-Q3,1,1.34,1.42
WFC,2024-Q4,1,1.23,1.27
WFC,2025-Q1,1,1.41,1.54
WFC,2025-Q2,1,1.55,1.73
WFC,2025-Q3,1,1.66,1.76
